depth,smac_seed,fit_serial,model_training_rows,selected_proposal_count,selected_proposal_ei_mean,selected_proposal_ei_variance
5,0,0,2,8,1.090511378582061,0.0
5,0,1,31,8,5.681494549328826,0.007691000435255273
5,0,2,47,8,3.6159435490737875,0.01646755434328509
5,0,3,149,8,4.854522257524079,0.06741195339099941
5,0,4,200,8,4.252380379648545,0.01833317552789497
5,0,5,254,8,4.424202340858603,0.038310438904598954
5,0,6,358,8,2.3569570609162414,0.21109890637050832
5,0,7,424,8,2.2530731537127244,0.4092819847064265
5,0,8,499,8,1.2514549353517324,0.1642898748454374
5,0,9,515,8,1.0801978727573067,0.012201310901530524
5,0,10,531,8,2.0048089238214772,0.2722544659587314
5,0,11,547,8,1.056684378716081,0.0058390836942735485
5,0,12,563,8,1.062534782160188,0.08129778763950361
5,0,13,579,8,1.4485380819348594,0.03925074255267134
5,0,14,595,8,0.5161993230707947,0.01586938050615487
5,0,15,611,8,0.4490588461783808,0.0178972954341678
5,0,16,630,8,0.5811917161549851,0.08421751531054088
5,0,17,646,8,0.483504838930084,0.05558706596786728
5,0,18,662,8,0.3384582340717961,0.004901442198593651
5,0,19,678,8,0.10812306398361435,0.0018814568858468276
5,0,20,694,8,0.23616309771970134,0.01710659939024091
5,0,21,710,8,0.30013977473053716,0.04834905685409873
5,0,22,726,8,0.10922401814940574,0.0018014734464993623
5,0,23,742,8,0.13458774049295927,0.02545068548677655
5,0,24,758,8,0.14777686304728554,0.009917178592332149
5,0,25,774,8,0.056523464227510506,0.0007835101098432985
5,0,26,790,8,0.11820424480275245,0.029891310342499134
5,0,27,806,8,0.13281559133071597,0.02347441045733578
5,0,28,823,8,0.07674174524540071,0.0012204564830207802
5,0,29,839,8,0.16545029492184865,0.06543714315776053
5,0,30,855,8,0.03410342759706517,0.001205116374376512
5,0,31,871,8,0.019460622833378117,8.640007793636727e-06
5,0,32,887,8,0.11774098002120371,0.007714027856041253
5,0,33,918,8,0.1656431445628309,0.027550011727544614
5,0,34,934,8,0.08213470658773686,0.0033508315029691592
5,0,35,950,8,0.03326945651545998,0.0011607273750296227
5,0,36,966,8,0.059305312113776334,0.002925928712506798
5,0,37,982,8,0.02378234448501703,0.0002673593930502416
5,0,38,998,8,0.05024497124541719,0.003125910550509356
5,0,39,1014,8,0.01333011489448261,2.8878815937518353e-05
5,0,40,1030,8,0.07735225767958684,0.000647573512832883
5,0,41,1046,8,0.02937779003571566,0.00017372416483811846
5,0,42,1062,8,0.02501923273720772,0.0005852065725255157
5,0,43,1078,8,0.1124450046518717,0.062073331350320116
5,0,44,1094,8,0.01349218515291134,0.00027924885519194613
5,0,45,1110,8,0.035382872660018744,0.0012113152789293515
5,0,46,1126,8,0.021382258209497434,0.0004105983588357887
5,0,47,1142,8,0.0434633157536455,0.004339205359445824
5,0,48,1158,8,0.05683314397966402,0.01715418474349346
5,0,49,1174,8,0.039195581010679374,0.006925485724878409
5,0,50,1190,8,0.019990747348616236,0.000891882651159737
5,0,51,1206,8,0.04478977429246589,0.010757169302495546
5,0,52,1222,8,0.04723001494526743,0.007580964246290896
5,0,53,1238,8,0.006901862612801824,3.490151767144242e-05
5,0,54,1254,8,0.005571108076934225,2.168763576591173e-05
5,0,55,1270,8,0.018068701736269555,0.0005365368519949611
5,0,56,1286,8,0.007776059279751661,0.00010465166785253007
5,0,57,1302,8,0.0062724021803558135,5.2252298171033146e-05
5,0,58,1318,8,0.09196675309556769,0.017838658145028295
5,0,59,1334,8,0.06153565433854041,0.006097066628690742
5,0,60,1350,8,0.0007248768930709076,3.8026698519337336e-07
5,0,61,1366,8,0.017246160360236688,0.000821796444499146
5,0,62,1382,8,0.08932018883196373,0.023688980852623595
10,0,0,2,8,1.090511378582061,0.0
