depth,smac_seed,trial,config_id,configuration_fingerprint,full_training_par10,smac_incumbent_subset_cost
5,0,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,0.2505379915237427
5,0,11,4,8bb4d40ae5c48e9723e3f9739ca292c19a6ae5258ba4344161b9019b0cad2740,84.52940810149659,8.823108518496156
5,0,17,5,8bc73c07546f13cca3bc39c30667f30aae9d4e117de10a756604d653427b9c44,73.32771790064564,2.122026813030243
5,0,154,47,9b3455b2bed02a2e240bb29b1026323764c0f9ac9b33515d94af7fddc599c568,98.21575889095648,45.59376390864875
5,0,203,48,81df5f7e0c86fd5b80ca09326ffb75de6e03da3d80a5fb64a4c780e2aad3a10a,50.79127742862714,28.25088902407636
5,0,315,56,6715233cd0d0b8c22fc14baea9dd0f61750406cc40149ed513f47a6b35c44009,46.76539408638766,17.115661602201207
5,0,857,167,e8f2762609d32026aea0d1d5ccaad2d049ec47b48b9c6a13280b5991f1af644c,29.631351365361454,22.71740067366533
5,0,1041,173,ab387997cc32957410dc1c04c21043342b860955eb555417b872497654f9aa4a,25.60185351920476,17.732602524705705
5,0,5000,173,ab387997cc32957410dc1c04c21043342b860955eb555417b872497654f9aa4a,25.60185351920476,17.732602524705705
5,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324
5,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.52512043477459,0.9056100323796272
5,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.59649874673279,11.87369810857556
5,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032
5,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.594942253548652
5,1,191,42,aa5b378f2fef296e92e4ece45ae0c6df85b9ab3027559ecca04c0028e8f576e9,26.7935159952526,10.447971341688008
5,1,2489,545,33084d5ca1596540cc069f57fb027887a2cb2f09e4c26d10c5594dd9eec71428,26.24328471169507,10.086999644797055
5,1,5000,545,33084d5ca1596540cc069f57fb027887a2cb2f09e4c26d10c5594dd9eec71428,26.24328471169507,10.086999644797055
5,2,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,0.36064499616622925
