method,method_key,family,smac_seed,trial,config_id,configuration_fingerprint,full_training_par10,smac_incumbent_subset_cost,run_complete,observed_endpoint_trial
Saturation k=100,saturation_k100,adaptive policy,0,187,44,180a690e5282e652d07820a2f0c72187b86059422f3282949b9a9b6876e3b075,79.62152734904527,25.641923957335,False,3005
Saturation k=100,saturation_k100,adaptive policy,0,287,60,e8391f5464b43dd7df4da4d79d149451826196113342eb6b92a81f149c61d663,30.578151538306155,22.539888528734444,False,3005
Saturation k=100,saturation_k100,adaptive policy,0,349,61,817364a3e1fe50b35f19ddc9f43d464201ebb63909cc54872c2c0d5cbccb64b8,36.87520854439479,21.769969376842262,False,3005
Saturation k=100,saturation_k100,adaptive policy,0,586,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,3005
Saturation k=100,saturation_k100,adaptive policy,0,3005,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,3005
Saturation k=250,saturation_k250,adaptive policy,0,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,0.25066301226615906,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,4,2,28cc0b5739e321fbb169ab4f5972b558876370fe6645b9d6ae4e904c1e4af0b1,111.31214465224761,0.07864299602806568,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,26,8,cdcc21db2ef75c8a47137346b52834fda90998f8eae5e90785c894a427c2b576,118.94160502083784,36.33201917167753,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,187,44,180a690e5282e652d07820a2f0c72187b86059422f3282949b9a9b6876e3b075,79.62152734904527,25.641923957335,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,287,60,e8391f5464b43dd7df4da4d79d149451826196113342eb6b92a81f149c61d663,30.578151538306155,22.539888528734444,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,349,61,817364a3e1fe50b35f19ddc9f43d464201ebb63909cc54872c2c0d5cbccb64b8,36.87520854439479,21.769969376842262,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,586,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,2977
Saturation k=250,saturation_k250,adaptive policy,0,2977,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,2977
Saturation k=50,saturation_k50,adaptive policy,0,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,0.25066301226615906,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,4,2,28cc0b5739e321fbb169ab4f5972b558876370fe6645b9d6ae4e904c1e4af0b1,111.31214465224761,0.07864299602806568,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,26,8,cdcc21db2ef75c8a47137346b52834fda90998f8eae5e90785c894a427c2b576,118.94160502083784,36.33201917167753,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,187,44,180a690e5282e652d07820a2f0c72187b86059422f3282949b9a9b6876e3b075,79.62152734904527,25.641923957335,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,287,60,e8391f5464b43dd7df4da4d79d149451826196113342eb6b92a81f149c61d663,30.578151538306155,22.539888528734444,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,349,61,817364a3e1fe50b35f19ddc9f43d464201ebb63909cc54872c2c0d5cbccb64b8,36.87520854439479,21.769969376842262,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,586,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,2314
Saturation k=50,saturation_k50,adaptive policy,0,2314,115,ca2bb273e5f39960c688966a239531c9ef59aa8f072ff27b8bed61af566be95a,26.263510331018896,13.244277052386947,False,2314
Error/variance trend,error_variance_trend_25,adaptive policy,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,81.5,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,4,2,aeccdfd00119eadec7dfcda3fd279176d0b0b6e7d579b11c1aff87d9036a1d5f,111.9547690115792,34.285109758377075,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,14,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.52512043477459,35.94190134182573,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,28,8,deef6d1e81e9d03fb8027454db6786d1f173b2ce82393564248437c76164a884,40.32184630980299,32.26858975738287,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,47,11,a946c84d2407eae0642ec9d2d26e9352dd3b70be7856e51a37cee3db18ae02f3,59.37489743740105,14.595413359728726,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,108,27,3708ba69df293623931bfac535f8ec1825070280fc1c00a047e08c2f44295e1f,64.71365904909644,10.464046398798624,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,398,75,b30e0d09d9eb97f217fdd63006218c8c4219c7702cc0896ea82a2c36a1396eb8,67.60042322749534,10.36966026050349,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,588,88,b3a56de4902ec09f6ac11baca5595b0155a4018400616857d4c4a2fc6ca80bf5,24.945975658033536,8.108628794826059,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,830,133,3e18d7810eeb84ccb4504d1faa608e3a6d8e59135cae7533e67316c4cb5fa4e8,24.45887629409544,9.645657331171565,False,2150
Error/variance trend,error_variance_trend_25,adaptive policy,1,2150,133,3e18d7810eeb84ccb4504d1faa608e3a6d8e59135cae7533e67316c4cb5fa4e8,24.45887629409544,9.645657331171565,False,2150
Fixed depth 10,fixed_depth_10,fixed depth,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.5251204347746,0.9056100323796272,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.5964987467328,11.87369810857556,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.59494225354865,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,1356,309,428c0f777319c9f5b6dbe2b5dc7e2aa874a62da529b322973669aeb8aa616a7f,27.839016501830255,11.654951622130946,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,3636,605,6ffa851cf506239c4dc0536cf5938114ca419d40bbd2eecc95085c646d7118e8,16.701369720672773,23.539480551363024,True,5000
Fixed depth 10,fixed_depth_10,fixed depth,1,5000,605,6ffa851cf506239c4dc0536cf5938114ca419d40bbd2eecc95085c646d7118e8,16.701369720672773,23.539480551363024,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.5251204347746,0.9056100323796272,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.5964987467328,11.87369810857556,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.59494225354865,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,760,178,b774999efd160e3007bd21ef7a61d8df6f6937b8c6e873af3572674e04205368,24.900050376576548,8.668899961224014,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,1853,430,626ed29ebe23ab1debfc160dfd3ca9012c089fd9c0c4260a0706ad8cf67d0f14,29.20040554749925,9.449348552477394,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,3096,480,7c1c3511e3e182f402f882f835cb28814cca9501d42c9298c2c798e229cea6ea,27.189506787375723,8.717251767365573,True,5000
Fixed depth 15,fixed_depth_15,fixed depth,1,5000,480,7c1c3511e3e182f402f882f835cb28814cca9501d42c9298c2c798e229cea6ea,27.189506787375723,8.717251767365573,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.5251204347746,0.9056100323796272,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.5964987467328,11.87369810857556,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.59494225354865,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,1956,421,0c9e729ff489de84437fbedfd22e5ebb35c20c473d098b39bee6d2428d2cf1d7,24.23130994915485,7.506436333741612,True,5000
Fixed depth 20,fixed_depth_20,fixed depth,1,5000,421,0c9e729ff489de84437fbedfd22e5ebb35c20c473d098b39bee6d2428d2cf1d7,24.23130994915485,7.506436333741612,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.5251204347746,0.9056100323796272,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.5964987467328,11.87369810857556,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.59494225354865,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,1629,400,093748cf715413a4b34309d7ed91fce756d5f54227b428399cb96fd66dc29bf1,64.06967723625135,21.46747128280345,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,2044,404,2b84f982634bbf88c9e8e570e7e5d783c533613e2c43b32d85d00eff8718c404,33.131504315424955,11.90199693779249,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,2639,443,09e666dbbc28c84b2f2cf78426910c1e4ac6876624066f0068a0b06926b136ef,28.679822462410783,9.320544388586692,True,5000
Fixed depth 30,fixed_depth_30,fixed depth,1,5000,443,09e666dbbc28c84b2f2cf78426910c1e4ac6876624066f0068a0b06926b136ef,28.679822462410783,9.320544388586692,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,2.5693697929382324,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,13,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.5251204347746,0.9056100323796272,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,38,11,198614680882b6c9ae178f2a6076e5678e19dd106504d4ac1921a2a7837213ec,90.5964987467328,11.87369810857556,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,54,13,7966b976863d791131a3cf7a036075c85ee7a9b14bcc9e42164b3e7bf31a6a3f,63.39727714052809,19.9665095147032,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,75,16,b0ef5619bc3324efd28f307df51f2c045aa716dae5c7eabc7b72d035fb6fa772,61.48829075042928,25.59494225354865,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,191,42,aa5b378f2fef296e92e4ece45ae0c6df85b9ab3027559ecca04c0028e8f576e9,26.7935159952526,10.447971341688008,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,2489,545,33084d5ca1596540cc069f57fb027887a2cb2f09e4c26d10c5594dd9eec71428,26.24328471169507,10.086999644797055,True,5000
Fixed depth 5,fixed_depth_5,fixed depth,1,5000,545,33084d5ca1596540cc069f57fb027887a2cb2f09e4c26d10c5594dd9eec71428,26.24328471169507,10.086999644797055,True,5000
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,81.5,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,4,2,aeccdfd00119eadec7dfcda3fd279176d0b0b6e7d579b11c1aff87d9036a1d5f,111.9547690115792,34.285109758377075,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,14,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.52512043477459,35.94190134182573,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,28,8,deef6d1e81e9d03fb8027454db6786d1f173b2ce82393564248437c76164a884,40.32184630980299,32.26858975738287,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,47,11,a946c84d2407eae0642ec9d2d26e9352dd3b70be7856e51a37cee3db18ae02f3,59.37489743740105,14.595413359728726,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,108,27,3708ba69df293623931bfac535f8ec1825070280fc1c00a047e08c2f44295e1f,64.71365904909644,10.464046398798624,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,176,39,6d9ceccf99101be3a8e60b7e61f2c72310844165f10320dce55c3711a08fad58,24.47725393289069,4.88507768086707,False,2327
Oracle depth schedule,oracle_incumbent_depth,adaptive policy,1,2327,39,6d9ceccf99101be3a8e60b7e61f2c72310844165f10320dce55c3711a08fad58,24.47725393289069,4.88507768086707,False,2327
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,1,1,b6eb40fb815149f4e6d252f93c7f1839b991c5bd0509407e0bf505b4cc1c5793,619.2101965492576,81.5,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,4,2,aeccdfd00119eadec7dfcda3fd279176d0b0b6e7d579b11c1aff87d9036a1d5f,111.9547690115792,34.285109758377075,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,14,5,5fd4adeeb6c99ebb56a8e669147f5a59a5aa944971cd9c78c884869296aee93b,99.52512043477459,35.94190134182573,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,28,8,deef6d1e81e9d03fb8027454db6786d1f173b2ce82393564248437c76164a884,40.32184630980299,32.26858975738287,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,47,11,a946c84d2407eae0642ec9d2d26e9352dd3b70be7856e51a37cee3db18ae02f3,59.37489743740105,14.595413359728726,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,114,29,03f3b792531e1ca98ed480055108b008ca68c09676474d392d42532d19d2ab84,28.043990844491223,10.041537191333441,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,441,92,cc55811fb492689e08b3078b6b9bdb01ad6e415dafe7fc1201200d61df114939,25.833642433851587,10.969606593899105,False,3667
Rotating saturation k=50,rotating_saturation_k50,adaptive policy,1,775,157,28e5e3e0e1d6fd55f88b20d3d9ac579f6daea93d1554f63dfbac77ec4813cecd,25.061409999066118,10.897592038094142,False,3667
